R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,date,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd
36.13928436,2,0.43,1.181818182,19030.49313,703.619978,699.3605496,2.714285714,19,8749614.621,1,2,Ahmedabad,8,2,2/1/2001,31.55,Ahmedabad1_5,11.47,20.559998,-0.19999695,-1.9700012,914.0089,1.980127144
34.64412811,3,0.34,1.090909091,17566.60905,649.4953643,699.3605496,2.766666667,19,7777435.218,1,2,Ahmedabad,8,2,3/1/2001,35.66998,Ahmedabad1_5,17.49,27.730011,0.7799988,-1.2299957,1501.7742,1.456464057
32.7845414,4,0.35,1.090909091,13174.95678,487.1215232,699.3605496,3.9,19,7777435.218,1,2,Ahmedabad,8,2,4/1/2001,40.25,Ahmedabad1_5,21.84,28.5,3.3600006,-0.08000183,1712.3334,3.360952889
35.20917014,5,0.42,1.181818182,13174.95678,487.1215232,699.3605496,1.258064516,19,7777435.218,1,2,Ahmedabad,8,2,5/1/2001,39.99,Ahmedabad1_5,27.68,47.39,5.6600037,2.7799988,1479.3186,6.305873073
37.71317985,9,0.74,1.272727273,8783.304523,324.7476821,349.6802748,0.4,0,7777435.218,1,2,Ahmedabad,8,2,9/1/2001,37.68,Ahmedabad1_5,25.3,46.699997,3.130005,0.56999207,1117.7875,3.181481142
36.03405299,10,0.55,1.181818182,15370.78291,568.3084437,699.3605496,0.548387097,19,7777435.218,1,2,Ahmedabad,8,2,10/1/2001,38.34,Ahmedabad1_5,20.3,37.5,0.19999695,-0.11999512,1179.7097,0.23323295
31.08320251,11,0.52,1.181818182,21958.26131,811.8692053,699.3605496,2.7,19,7777435.218,1,2,Ahmedabad,8,2,11/1/2001,32.99,Ahmedabad1_5,15.99,24.809998,-1.8099976,-1.1399994,1039.0875,2.13908624
28.53878634,12,0.51,1.181818182,21958.26131,811.8692053,699.3605496,3.161290323,19,9721794.023,1,2,Ahmedabad,8,2,12/1/2001,29.78998,Ahmedabad1_5,11.88,29.920013,-1.4799957,-1.6699982,826.3871,2.231430317
28.63346506,1,0.5,1.181818182,30950.6095,1477.284966,1832.627187,2.838709677,19,22136447.52,1,2,Ahmedabad,8,2,1/1/2011,25.71,Ahmedabad1_5,8.18,33.369995,-1.3099976,-1.800003,738.2984,2.22623101
35.73139176,2,0.43,1.181818182,26823.86156,1280.313637,1832.627187,2.821428571,19,19922802.77,1,2,Ahmedabad,8,2,2/1/2011,29.59,Ahmedabad1_5,13.47,42.549988,0.27000427,-0.83999634,1032.8438,0.882324292
34.54433498,3,0.34,1.090909091,24760.4876,1181.827972,1832.627187,10.33333333,19,17709158.02,1,2,Ahmedabad,8,2,3/1/2011,35.84998,Ahmedabad1_5,16.9,34.03,2.1699982,-0.1499939,1388.2822,2.175175937
43.11816796,4,0.35,1.090909091,18570.3657,886.3709793,1832.627187,16.63333333,19,17709158.02,1,2,Ahmedabad,8,2,4/1/2011,39.19,Ahmedabad1_5,22.91,35.23999,2.6900024,-0.5200043,1832.4125,2.739802435
39.47507173,5,0.42,1.181818182,18570.3657,886.3709793,1832.627187,2.516129032,19,17709158.02,1,2,Ahmedabad,8,2,5/1/2011,41.28998,Ahmedabad1_5,28,44.179993,6.029999,2.7899933,1523.4476,6.644166656
17.02446135,9,0.74,1.272727273,12380.2438,590.9139862,916.3135934,0.466666667,0,17709158.02,1,2,Ahmedabad,8,2,9/1/2011,31.16998,Ahmedabad1_5,23.22998,84.899994,2.4199982,2.25,609.25836,3.304374568
